Time,CAV_BAS:DesPer 1:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Heat Cap [W],CAV_BAS:DesPer 1:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Sens Cool Cap [W],CAV_BAS:DesPer 1:Des Tot Cool Cap [W],CAV_BAS:DesPer 2:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Heat Cap [W],CAV_BAS:DesPer 2:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Sens Cool Cap [W],CAV_BAS:DesPer 2:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Tot Cool Cap [W]
02:45:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.333310E+04,1.158176E+00,8.322359E+03,3.886496E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.310031E+00,1.897649E+04,1.151745E+04,1.474117E+01,4.547528E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.864469E+01,1.339760E+05,6.256605E+04,1.804607E+00,5.567061E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.728145E+00,1.241801E+04,5.799144E+03,3.265562E-01,1.899947E+04,5.789233E+00,6.787291E+04,6.372407E+04,3.265562E-01,6.578935E+03,2.548330E+01,3.613079E+05,3.646925E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.039195E+02,5.460687E-01,7.684995E+03,7.724895E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.039195E+03,5.172206E+00,7.273363E+04,7.307939E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.039195E+02,5.135779E-01,7.221384E+03,7.255288E+03
03:00:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.346228E+04,1.158176E+00,8.193176E+03,3.755551E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.331847E+00,1.906266E+04,1.159818E+04,1.476455E+01,4.554740E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.892990E+01,1.339140E+05,6.138288E+04,1.826489E+00,5.634566E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.751305E+00,1.238909E+04,5.678855E+03,3.265562E-01,1.899947E+04,5.788320E+00,6.785988E+04,6.371087E+04,3.265562E-01,6.615359E+03,2.548467E+01,3.612911E+05,3.646753E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.056022E+02,5.463283E-01,7.687017E+03,7.726936E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.056022E+03,5.176214E+00,7.277398E+04,7.312021E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.056022E+02,5.139284E-01,7.224702E+03,7.258644E+03
03:15:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.359146E+04,1.158176E+00,8.063994E+03,3.624586E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.352945E+00,1.913878E+04,1.166926E+04,1.481941E+01,4.571663E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.920099E+01,1.336901E+05,6.009071E+04,1.847664E+00,5.699888E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.773034E+00,1.234504E+04,5.548822E+03,3.265562E-01,1.899947E+04,5.787404E+00,6.784682E+04,6.369764E+04,3.265562E-01,6.651782E+03,2.548604E+01,3.612741E+05,3.646580E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.072848E+02,5.465512E-01,7.688515E+03,7.728448E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.072848E+03,5.179740E+00,7.280746E+04,7.315407E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.072848E+02,5.142293E-01,7.227314E+03,7.261283E+03
03:30:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.372064E+04,1.158176E+00,7.934812E+03,3.493641E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.373434E+00,1.920641E+04,1.173229E+04,1.488765E+01,4.592716E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.945919E+01,1.333174E+05,5.869870E+04,1.868195E+00,5.763224E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.793463E+00,1.228724E+04,5.409983E+03,3.265562E-01,1.899947E+04,5.786484E+00,6.783368E+04,6.368434E+04,3.265562E-01,6.688206E+03,2.548738E+01,3.612569E+05,3.646404E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.089674E+02,5.467462E-01,7.689615E+03,7.729556E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.089674E+03,5.182866E+00,7.283525E+04,7.318215E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.089674E+02,5.144886E-01,7.229331E+03,7.263320E+03
03:45:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.384982E+04,1.158176E+00,7.805630E+03,3.362679E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.393275E+00,1.926498E+04,1.178662E+04,1.496149E+01,4.615495E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.970519E+01,1.336012E+05,5.842752E+04,1.888145E+00,5.824768E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.812663E+00,1.221660E+04,5.262931E+03,3.265562E-01,1.899947E+04,5.785557E+00,6.782045E+04,6.367094E+04,3.265562E-01,6.724630E+03,2.548872E+01,3.612395E+05,3.646227E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.106501E+02,5.469198E-01,7.690410E+03,7.730355E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.106501E+03,5.185659E+00,7.285827E+04,7.320541E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.106501E+02,5.147127E-01,7.230846E+03,7.264849E+03
04:00:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.397901E+04,1.158176E+00,7.676448E+03,3.231735E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.412522E+00,1.931526E+04,1.183305E+04,1.502877E+01,4.636249E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,1.993990E+01,1.346939E+05,5.947853E+04,1.907587E+00,5.884744E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.830732E+00,1.213418E+04,5.108411E+03,3.265562E-01,1.899947E+04,5.784625E+00,6.780716E+04,6.365747E+04,3.265562E-01,6.761054E+03,2.549004E+01,3.612219E+05,3.646047E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.123327E+02,5.470767E-01,7.690965E+03,7.730912E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.123327E+03,5.188168E+00,7.287725E+04,7.322458E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.123327E+02,5.149067E-01,7.231931E+03,7.265942E+03
04:15:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.406513E+04,1.158176E+00,7.590326E+03,3.144426E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.431411E+00,1.943338E+04,1.194866E+04,1.511105E+01,4.661633E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,2.016532E+01,1.363854E+05,6.113552E+04,1.926644E+00,5.943534E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.847861E+00,1.211030E+04,5.016905E+03,3.265562E-01,1.899947E+04,5.783690E+00,6.779382E+04,6.364396E+04,3.265562E-01,6.785337E+03,2.549134E+01,3.612163E+05,3.645989E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.134544E+02,5.472208E-01,7.691900E+03,7.731855E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.134544E+03,5.190443E+00,7.289849E+04,7.324605E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.134544E+02,5.150752E-01,7.233215E+03,7.267238E+03
04:30:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.415125E+04,1.158176E+00,7.504205E+03,3.057118E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.449948E+00,1.954660E+04,1.205965E+04,1.518985E+01,4.685941E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,2.038180E+01,1.379520E+05,6.266625E+04,1.945211E+00,6.000811E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.864097E+00,1.207809E+04,4.920463E+03,3.265562E-01,1.899947E+04,5.782753E+00,6.778045E+04,6.363042E+04,3.265562E-01,6.809619E+03,2.549263E+01,3.612104E+05,3.645929E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.145762E+02,5.473550E-01,7.692693E+03,7.732653E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.145762E+03,5.192517E+00,7.291687E+04,7.326463E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.145762E+02,5.152220E-01,7.234187E+03,7.268219E+03
04:45:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.423737E+04,1.158176E+00,7.418083E+03,2.969828E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.468141E+00,1.965501E+04,1.216613E+04,1.526676E+01,4.709667E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,2.058971E+01,1.393989E+05,6.407717E+04,1.963270E+00,6.042755E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.879490E+00,1.203808E+04,4.819441E+03,3.265562E-01,1.899947E+04,5.781815E+00,6.776706E+04,6.361686E+04,3.265562E-01,6.833902E+03,2.549391E+01,3.612044E+05,3.645867E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.156979E+02,5.474812E-01,7.693372E+03,7.733337E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.156979E+03,5.194419E+00,7.293280E+04,7.328072E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.156979E+02,5.153498E-01,7.234889E+03,7.268927E+03
05:00:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.432349E+04,1.158176E+00,7.331962E+03,2.882520E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.487370E+00,1.977788E+04,1.228727E+04,1.534346E+01,4.733329E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,2.079193E+01,1.407664E+05,6.540846E+04,1.980832E+00,6.032822E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,1.894321E+00,1.199221E+04,4.714670E+03,3.265562E-01,1.899947E+04,5.780875E+00,6.775365E+04,6.360328E+04,3.265562E-01,6.858184E+03,2.549517E+01,3.611981E+05,3.645802E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.168197E+02,5.476030E-01,7.693988E+03,7.733957E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.168197E+03,5.196188E+00,7.294682E+04,7.329489E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.168197E+02,5.154628E-01,7.235380E+03,7.269420E+03
05:15:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.423737E+04,1.158176E+00,7.418083E+03,2.969828E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.969372E+00,2.665599E+04,1.919707E+04,1.686603E+01,5.203029E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,2.507257E+01,2.020137E+05,1.263815E+05,2.182594E+00,5.932694E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.240788E+00,1.647944E+04,8.916200E+03,3.265562E-01,1.899947E+04,5.779934E+00,6.774023E+04,6.358968E+04,3.265562E-01,6.833902E+03,2.549642E+01,3.612401E+05,3.646229E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.156979E+02,5.477262E-01,7.696868E+03,7.736879E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.156979E+03,5.197882E+00,7.298221E+04,7.333077E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.156979E+02,5.155686E-01,7.238012E+03,7.272089E+03
05:30:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.415125E+04,1.158176E+00,7.504205E+03,3.057118E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,3.253515E+00,3.058092E+04,2.314904E+04,1.773006E+01,5.469574E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,2.776933E+01,2.399294E+05,1.641970E+05,2.315589E+00,5.873945E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.472236E+00,1.978175E+04,1.219484E+04,3.265562E-01,1.899947E+04,5.778995E+00,6.772682E+04,6.357610E+04,3.265562E-01,6.809619E+03,2.549758E+01,3.612809E+05,3.646643E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.145762E+02,5.477508E-01,7.698340E+03,7.738374E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.145762E+03,5.198652E+00,7.300441E+04,7.335330E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.145762E+02,5.155903E-01,7.239443E+03,7.273543E+03
05:45:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.406513E+04,1.355424E+00,1.028259E+04,5.911610E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,3.667226E+00,3.616171E+04,2.877565E+04,1.895068E+01,5.846126E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,3.179791E+01,2.950357E+05,2.192878E+05,2.475010E+00,5.805522E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,2.857137E+00,2.509729E+04,1.747683E+04,3.265562E-01,1.899947E+04,5.778064E+00,6.771354E+04,6.356266E+04,3.265562E-01,6.785337E+03,2.549850E+01,3.613184E+05,3.647024E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.134544E+02,5.475033E-01,7.695931E+03,7.735938E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.134544E+03,5.197034E+00,7.299255E+04,7.334132E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.134544E+02,5.153931E-01,7.237751E+03,7.271833E+03
06:00:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.397901E+04,1.576366E+00,1.331437E+04,9.006225E+03,1.469647E+00,4.533737E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,4.069487E+00,4.144746E+04,3.411752E+04,2.004111E+01,6.017726E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,3.570214E+01,3.471052E+05,2.716098E+05,2.617653E+00,5.745266E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,3.231290E+00,3.013845E+04,2.251586E+04,3.265562E-01,1.899947E+04,5.777155E+00,6.770057E+04,6.354951E+04,3.265562E-01,6.761054E+03,2.549914E+01,3.613518E+05,3.647363E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.123327E+02,5.469548E-01,7.689225E+03,7.729149E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.123327E+03,5.192794E+00,7.294326E+04,7.329144E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.123327E+02,5.149616E-01,7.232715E+03,7.266736E+03
06:15:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.367758E+04,2.144459E+00,2.110950E+04,1.695164E+04,1.550056E+00,4.781793E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,4.982815E+00,5.377012E+04,4.655719E+04,2.283949E+01,5.855448E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,4.470774E+01,4.694530E+05,3.943573E+05,2.948720E+00,5.601633E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,4.115251E+00,4.220805E+04,3.457341E+04,3.265562E-01,1.899947E+04,5.776274E+00,6.768800E+04,6.353678E+04,3.265562E-01,6.676065E+03,2.549952E+01,3.614423E+05,3.648282E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.084065E+02,5.461782E-01,7.682071E+03,7.721916E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.084065E+03,5.186539E+00,7.289327E+04,7.324094E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.084065E+02,5.143632E-01,7.228102E+03,7.262078E+03
06:30:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.337616E+04,2.603606E+00,2.713347E+04,2.378420E+04,1.645953E+00,5.077626E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,5.753976E+00,6.354313E+04,5.805398E+04,2.485600E+01,5.731246E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,5.223971E+01,5.661639E+05,5.064167E+05,3.479691E+00,5.316883E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,4.854614E+00,5.179126E+04,4.553674E+04,3.265562E-01,1.899947E+04,5.775429E+00,6.767594E+04,6.352457E+04,3.265562E-01,6.591076E+03,2.549963E+01,3.615288E+05,3.649162E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.044804E+02,5.451878E-01,7.671865E+03,7.711593E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.044804E+03,5.178358E+00,7.281579E+04,7.316260E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.044804E+02,5.136180E-01,7.221396E+03,7.255298E+03
06:45:00,1.158176E+00,6.738422E+04,1.158176E+00,0.000000E+00,0.000000E+00,1.158176E+00,2.307473E+04,2.855243E+00,3.023636E+04,2.812565E+04,1.690067E+00,5.213715E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,6.139915E+00,6.791262E+04,6.468583E+04,2.567833E+01,5.666315E+05,1.469647E+01,0.000000E+00,0.000000E+00,1.469647E+01,0.000000E+00,5.604970E+01,6.107080E+05,5.723671E+05,3.697457E+00,5.105556E+04,1.469647E+00,0.000000E+00,0.000000E+00,1.469647E+00,0.000000E+00,5.245098E+00,5.647001E+04,5.224633E+04,3.265562E-01,1.899947E+04,5.774654E+00,6.766488E+04,6.351337E+04,3.265562E-01,6.506087E+03,2.549938E+01,3.616103E+05,3.649990E+05,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.005543E+02,5.439148E-01,7.657626E+03,7.697183E+03,1.508554E-01,8.776967E+03,1.508554E-01,0.000000E+00,0.000000E+00,1.508554E-01,3.005543E+03,5.167646E+00,7.270220E+04,7.304769E+04,1.508554E-02,8.776967E+02,1.508554E-02,0.000000E+00,0.000000E+00,1.508554E-02,3.005543E+02,5.126793E-01,7.211928E+03,7.245722E+03
